title,subTitle,start,end,color,img,desc,descImg,
鈴鹿詩子、BOOTHにてボイス販売開始！,,2018-07-12,,#3B0B39,,,,
キランユウ、自作のファンブックを無料で配布,,2018-07-12,,#088A08,,,,
輝夜月、8/31(金)にcluster.にてワンマンライブ開催決定！7/14からチケット販売開始,,2018-07-12,,#5E610B,,,,
にじさんじ公式、「今年の夏、何かが起こる」というメッセージと共にメンバーのシルエット画像を投下 夏服または水着の予告か,,2018-07-12,,#1C1C1C,,,,
ミライアカリ、LINEスタンプ販売開始！！,,2018-07-12,,#0B6138,,,,
万楽えね、マガポケ連載企画の取材生配信『万楽えねのイッてみようヤッてみよう！』を開催,,2018-07-12,,#380B61,,,,
ピーナッツくん、バースデーイベントのチケットキャンセル分を追加販売開始,,2018-07-12,,#61380B,,,,
笹木咲、CH登録者数1万人突破！,,2018-07-12,,#8A2908,,,,
樋口楓、文野環、7/21(土)に島根県で開催のニコニコ町会議に登場！,,2018-07-12,,#B40404,,,,
ぽてち、収益化解禁！,,2018-07-12,,#AEB404,,,,
金剛いろは、CH登録者数3万人突破！,,2018-07-13,,#C5C00B,,,,
にじさんじメンバーの夏服が公開！,,2018-07-13,,#F781F3,,,,
ゆきんこ、収益化解禁！,,2018-07-13,,#0080FF,,,,
眠河ゆめな、オリジナル曲『バーチャリアル』を公開！ (作曲：CloA、作詞：眠河ゆめな、イラスト：隣野ゆうま),,2018-07-13,,#CC2EFA,,,,
虹乃まほろ、活動1周年！,,2018-07-13,,#FA58F4,,,,
月ノ美兎、KMNZが司会の番組『VIRTUAL BUZZ TALK!』の初回ゲストに登場！,,2018-07-14,,#AEB404,,,,
あさひ、夏服をデザインするも渋谷ハジメの新衣装と齧ってしまう,,2018-07-14,,#01A9DB,,,,
ホロライブ、『湊あくあ』のオーディションの募集開始 7/22まで,,2018-07-14,,#2E64FE,,,,
本間ひまわり、闇夜乃モルル、赤井はあと、CH登録者数1万人突破！,,2018-07-14,,#FA5882,,,,
姫野裕子、ルリ、由持もに、ルチカが、ゲーム会社SNKから7/24発売の「NEOGEO mini」の先行体験を翌週中の配信で開催！,,2018-07-14,,#424242,,,,
ドーラ、BOOTHにてボイス販売開始！先着100名の限定ボイスが1時間で売り切れる,,2018-07-14,,#B40431,,,,
ドーラ、フォロワー数2万人突破！,,2018-07-14,,#B40431,,,,
YuNi、CH登録者数4万人突破！,,2018-07-14,,#04B45F,,,,
ハニーストラップ、メンバー全員生配信デビュー！,,2018-07-14,,#DF7401,,,,
えのぐ、新曲『ショートカットでよろしく！』披露ライブを開催！,,2018-07-14,,#DF3A01,,,,
夜野とばり、アクネッティ、勇者ことね、女帝セツナ、吉田カエル、ゆめ心中、四ツ辻まよい、三歩未知、赤羽葉子、ルピナス、ムラタ主催の『ガールズVtuber人狼2』が開催！,,2018-07-14,,#B4045F,,,,
静凛、渋谷ハジメ、宇志海いちご、叶、本間ひまわり、ドーラによるPUBGコラボが開催！,,2018-07-14,,#013ADF,,,,
勇気ちひろ、宇志海いちご、長時間突発コラボ,,2018-07-14,,#7401DF,,,,
富士葵、ゆずの夏色をカバー！可愛い！,,2018-07-14,,#00BFFF,,,,
日ノ隈らん、ハニストに入りたがる,,2018-07-14,,#01DF3A,,,,
ばあちゃるの２D化,,2018-07-13,,#FF8000,,,,
VRMモデルでVTuberになれるソフト「VDRAW」が7月中にリリースへ,,2018-07-14,,#2E2E2E,,,,
アプリ「禍つヴァールハイト」事前登録7万人達成で『電脳少女シロ 禍つヴァールハイトVer.』MMDモデルの配布が決定！,,2018-07-13,,#424242,,,,
2Dキャラクターを立体的に動かす『E-mote(エモート)』がUnity XRに対応、APNG出力可能に,,2018-07-13,,#FE2EC8,,,,
異世界VTuber「女神エルミナ」がゲームエンジニアの育成施設「TECH STADIUM」受講生募集に起用,,2018-07-13,,#D7DF01,,,,
バーチャルYouTuber「ミソシタ」がコミックマーケット94にて初のグッズ販売を発表,,2018-07-13,,#2E9AFE,,,,
サンデージャポンにキズナアイが出演,,2018-07-15,,#D7DF01,,,,
アマリリス組『由持もに』が8月7日開催のオープンキャンパスイベントに出演決定！,,2018-07-13,,#B404AE,,,,
"キズナアイ『Hello,Morning』配信開始！",,2018-07-15,,#FF00BF,,,,
アカリちゃんラインスタンプがランキング1位に！,,2018-07-13,,#00BFFF,,,,
電脳少女シロ、 Youtube チャンネル開設,,2017-06-23,,#00FFFF,,,,
電脳少女シロ、初ツイート,,2017-06-28,,#00FFFF,,,,
電脳少女シロ、自動返答機能（後日撤去）,,2017-07-07,,#00FFFF,,,,
電脳少女シロ、自己紹介動画投稿 ,,2017-08-12,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 1000人,,2017-10-03,,#00FFFF,,,,
電脳少女シロ、ニコニコ動画初投稿,,2017-10-13,,#00FFFF,,,,
電脳少女シロ、 チャンネル登録者数 2000人,,2017-10-23,,#00FFFF,,,,
電脳少女シロ、 チャンネル登録者数 3000人,,2017-11-12,,#00FFFF,,,,
電脳少女シロ、  Twitterフォロワー999人,,2017-11-15,,#00FFFF,,,,
電脳少女シロ、 チャンネル登録者数 5000人,,2017-12-05,,#00FFFF,,,,
電脳少女シロ、 初生放送,,2017-12-14,,#00FFFF,,,,
電脳少女シロ、 初VRLIVE,,2017-12-21,,#00FFFF,,,,
電脳少女シロ、 Unityスクショコンテスト大賞 & Unity Asset Store アンバサダー,,2017-12-23,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 2万人,,2017-12-23,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 3万人,,2017-12-24,,#00FFFF,,,,
電脳少女シロ、初コラボ（のじゃロリさん）,,2017-12-25,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 5万人,,2017-12-26,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 7万人,,2017-12-27,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 9万人,,2017-12-28,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 10万人,,2017-12-29,,#00FFFF,,,,
電脳少女シロ、MMDモデル（ハロウィンダンス）配布,,2017-12-31,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 15万人,,2018-01-02,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 20万人,,2018-01-06,,#00FFFF,,,,
電脳少女シロ、Twitterフォロワー10万人,,2018-01-09,,#00FFFF,,,,
電脳少女シロ、MMDモデル（冬服）配布,,2018-01-19,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 30万人,,2018-01-21,,#00FFFF,,,,
電脳少女シロ、 Twitterフォロワー15万人,,2018-02-02,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 40万人,,2018-03-21,,#00FFFF,,,,
電脳少女シロ、春衣装お披露目（禍つヴァ―ルハイトの際は正面と一部側面のみ映り込み）,,2018-04-01,,#00FFFF,,,,
電脳少女シロ、Channnel名変更「Siro Channel」になる,,2018-04-03,,#00FFFF,,,,
電脳少女シロ、「シロの日」重大発表を行う,,2018-04-06,,#00FFFF,,"【電脳少女シロ重大発表】
・地上波★レギュラーMC★テレビ朝日にて新番組「サイキ道」4/8開始
・コンプティークさんに特集記事４P掲載
・LINEスタンプのサンプル公開
・のじゃロリさん/馬コラボ本日３本公開
・公式グッズ「エビテン ニュータイプ」さんにて本日発売開始",,
電脳少女シロ、ebten(エビテン)にて公式グッズ発売開始,,2018-04-06,,#00FFFF,,,,
電脳少女シロ、地上波&レギュラーMCデビュー,,2018-04-08,,#00FFFF,,,,
電脳少女シロ、Twitterフォロワー20万人,,2018-04-24,,#00FFFF,,,,
電脳少女シロ、ラジオ初出演,,2018-04-26,,#00FFFF,,,,
電脳少女シロ、ニコニコ超会議出演,,2018-04-28,,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 45万人,,2018-05-06,,#00FFFF,,,,
電脳少女シロ、「Unite Tokyo 2018」へ出演,,2018-05-07,2018-05-10,#00FFFF,,,,
電脳少女シロ、チャンネル登録者数 46万人,,2018-05-17,,#00FFFF,,,,
電脳少女シロ、動画総再生回数4000万,,2018-05-19,,#00FFFF,,,,
"電脳少女シロ、チャンネル登録者数 464,646人",,2018-05-21,,#00FFFF,,,,
"電脳少女シロ、チャンネル登録者数 469,300人",,2018-05-27,,#00FFFF,,,,
電脳少女シロ、RAGE 2018summer　出場&初代王者,,2018-06-17,,#00FFFF,,,,
電脳少女シロ、ミライアカリとの初コラボ,,2018-06-27,,#00FFFF,,,,
電脳少女シロ、清楚の日,,2018-06-28,,#00FFFF,,,,
電脳少女シロ、動画総再生回数4600万,,2018-06-28,,#00FFFF,,,,
電脳少女シロ、ばあちゃる、アイドル部とのリレー放送（放置少女＋悩み事１０００個）,,2018-06-29,2018-07-01,#00FFFF,,,,
電脳少女シロ、kizuna AI生誕祭にゲスト出演,,2018-06-30,,#00FFFF,,,,
"電脳少女シロ、チャンネル登録者数 500,000人",,2018-07-06,,#00FFFF,,,,
"キズナアイ、新曲『Hello,Morning』が販売開始！！Amazonのデジタルミュージック売上ランキングで1位に！！",,2018-07-15,,#FE2EF7,,,,
キズナアイ、A.I.Channel のCH登録者数が200万人突破！！！,,2018-07-15,,#FE2EF7,,,,
ときのそら、Twitter動画企画の『ときのそらチャレンジ』がYouTube動画企画へ,,2018-07-15,,#2E9AFE,,,,
にじさんじ×おえかきの森 投票イベントのプレゼントを発表！宇志海いちご、鈴谷アキ、剣持刀也がモチーフのアバターパーツをプレゼント！,,2018-07-15,,#01DF3A,,,,
樋口楓、『にじさんじの部屋～でろーんとおしゃべり編！～in ニコぶくろスタジオ』が開催！ゲストは漫画家の中音ナタ氏,,2018-07-15,,#DF7401,,,,
ふぇありす、魔王マグロナをゲストに『ボイスチェンジャーの極意を聞く』コラボ配信を開催,,2018-07-15,,#DF01A5,,,,
おめがシスターズ、Mogura VRに特集記事が掲載される,,2018-07-15,,#2E9AFE,,,,
夜桜たま、麻雀情報サイト「麻雀ウォッチ」に特集記事・インタビューが掲載,,2018-07-06,,#BF00FF,,,,
「ミライアカリが決める！ 新VTuber募集コンテスト」の結果が発表！特別賞が受賞者15名、賞金1万円から受賞者46名、賞金10万円に、大幅変更！！,,2018-07-03,,#2ECCFA,,,,
ピーナッツくん、YouTuberデカキンとコラボ！動画に登場,,2018-07-11,,#FFBF00,,,,
叶、配送ミスによりスプラトゥーン2が20個届く,,2018-07-13,,#CC2EFA,,,,
ばあちゃる、CH登録者数77777人突破！記念して2Dの姿を公開！,,2018-07-13,,#FF8000,,,,
内藤メア、本日誕生日！,,2018-07-13,,#424242,,,,
かしこまり、天体観測のカバーを午前２時に投稿,,2018-07-16,,#D7DF01,,,,
にじさんじ『みかえる』コラボ,,2018-07-16,,#FF0080,,,,
バーチャルキャリアアドバイザーの「なるはやちゃん」がYouTubeデビュー,,2018-07-15,,#00BFFF,,,,
いちるちコラボ,有閑喫茶あにまーれの宗谷いちかとアマリリス組のルル・ルチカのコラボ生放送,2018-07-16,,#58ACFA,,,,
【47都道府県凸待ち】１００００人記念！感謝放送【因幡はねる / あにまーれ】,,2018-07-15,,#FFBF00,,,,
ばぁちゃるの薄い本が販売されてしまう,俺とちゃる 同僚との過ちの先に,2018-07-15,,#FF8000,,,,
